id,callsign,airline_iata,airline_icao,origin,destination,aircraft_code,registration,latitude,longitude,altitude,ground_speed,heading,vertical_speed,on_ground,squawk,time
3b335d05,ACA33,AC,ACA,YVR,SYD,B77L,C-FNND,-32.7003,151.3712,27525,362,207,-2112,0,,1752265614
3b335dc7,CPA829,CX,CPA,YYZ,HKG,A35K,B-LXQ,22.3076,113.9235,0,8,160,0,1,,1752265614
3b335ebd,CPA811,CX,CPA,BOS,HKG,A35K,B-LXF,21.845,113.6179,18800,328,156,-2304,0,,1752265614
3b335f87,UAL1,UA,UAL,SFO,SIN,B789,N26966,7.2129,113.4781,40000,523,233,-64,0,,1752265613
3b33617a,UAL863,UA,UAL,SFO,SYD,B772,N78002,-33.8136,153.749,37000,386,196,0,0,,1752265613
3b336630,EVA031,BR,EVA,JFK,TPE,B77W,B-16721,29.1659,126.8387,34000,475,231,0,0,,1752265612
3b33687d,CPA843,CX,CPA,JFK,HKG,A35K,B-LXA,25.252,113.8584,36400,489,185,0,0,,1752265614
3b336c58,DAL120,DL,DAL,HND,MSP,A359,N514DN,44.881,-93.2112,0,0,50,0,1,,1752265611
3b336c69,UAE1Y,EK,UAE,DXB,IAH,A388,A6-EUL,38.0858,-92.0146,40000,471,214,0,0,,1752265613
3b3371c4,PAL127,PR,PAL,JFK,MNL,A359,RP-C3508,28.335,129.2972,40000,502,208,-64,0,,1752265614
3b3372ae,UAE229,EK,UAE,DXB,SEA,B77W,A6-EQE,47.4519,-122.3051,0,5,180,0,1,,1752265614
3b3375df,UAL60,UA,UAL,SFO,MEL,B789,N24988,-30.8939,157.5689,39975,414,238,-64,0,,1752265613
3b337622,SIA37,SQ,SIA,LAX,SIN,A359,9V-SMV,6.6801,121.0881,40000,520,255,0,0,,1752265613
3b337d06,CPA851,CX,CPA,SFO,HKG,A359,B-LRS,22.1062,113.8614,3875,234,301,-320,0,,1752265611
3b33814c,EVA051,BR,EVA,IAH,TPE,B77W,B-16720,30.9402,129.4818,36000,478,225,0,0,,1752265614
3b33818f,UAE80T,EK,UAE,DXB,AKL,A388,A6-EVO,-38.6204,159.7905,38996,526,90,0,0,,1752265611
3b3382a8,VJT755,VJ,VJT,GMP,LTN,GL7T,9H-VONE,48.7886,17.062,49000,508,296,0,0,,1752265613
3b3384e7,DAL294,DL,DAL,HND,ATL,A359,N572DZ,33.6499,-84.2402,3675,197,262,-576,0,,1752265613
3b338896,UAL877,UA,UAL,SFO,HKG,B77W,N2333U,22.2777,115.1726,18150,408,268,-3008,0,,1752265611
3b338986,PAL103,PR,PAL,LAX,MNL,B77W,RP-C7773,15.8226,123.572,36000,506,249,-64,0,,1752265613
3b338bea,CSG2590,CS,CSG,NLU,PVG,B77L,B-223G,47.6493,131.1148,40100,465,210,-64,0,,1752265591
3b338ccc,CPA883,CX,CPA,LAX,HKG,B77W,B-KQU,22.229,119.264,38000,503,269,0,0,,1752265613
3b338d2e,SPAZZ,,,,,AAT3,SP-AZZ,51.2888,22.1953,2075,51,279,0,0,,1752265563
3b338e91,UAL152,UA,UAL,LAX,HKG,B789,N26967,22.1931,121.4594,40000,502,231,0,0,,1752265613
3b338fa6,FDX1770,FX,FDX,IND,SLC,A306,N724FD,40.8043,-111.9818,0,0,89,0,1,,1752265614
3b339007,CXA830,MF,CXA,LAX,XMN,B789,B-1356,28.0814,121.6559,31200,448,234,-1472,0,,1752265605
3b339055,UAE434,EK,UAE,DXB,BNE,A388,A6-EOF,-26.5013,151.9908,20350,426,110,-1408,0,,1752265613
3b3391b4,FDX1419,FX,FDX,MEM,OAK,B763,N162FE,37.7166,-122.2186,0,0,137,0,1,,1752265612
3b3392af,B744,,,,,B744,,31.6551,130.6993,40000,475,239,0,0,,1752265614
3b33933e,AAL73,AA,AAL,LAX,SYD,B77W,N728AN,-29.1472,159.0306,36000,416,217,0,0,,1752265606
3b339493,SJX001,JX,SJX,LAX,TPE,A359,B-58507,25.3184,121.5258,4775,265,225,-1088,0,,1752265609
3b3395bd,QFA94,QF,QFA,LAX,MEL,A388,VH-OQL,-28.6469,159.6274,40000,429,216,0,0,,1752265606
3b3396ea,UAE3HJ,EK,UAE,DXB,SYD,A388,A6-EUR,-33.9397,151.1666,0,0,303,0,1,,1752265612
3b3397e3,CAL023,CI,CAL,ONT,TPE,B77W,B-18001,26.0842,122.6792,24450,350,229,-1408,0,,1752265613
3b3399e6,PAL117,PR,PAL,YVR,MNL,B77W,RP-C7777,15.4152,122.6519,29600,502,240,-2240,0,,1752265613
3b339a1c,DAL188,DL,DAL,ICN,ATL,A359,N573DZ,34.6468,-87.5348,35000,506,99,0,0,,1752265614
3b339a72,EVA011,BR,EVA,LAX,TPE,B77W,B-16719,25.6289,122.0949,14225,332,229,-1088,0,,1752265604
3b33a007,ORMAN65,,,,,0000,00000000,40.7256,26.9594,16075,72,263,128,0,,1752265613
3b33a05a,CAL007,CI,CAL,LAX,TPE,B77W,B-18006,26.7031,123.4856,29975,387,229,128,0,,1752265613
3b33a10e,EVA027,BR,EVA,SFO,TPE,B77W,B-16715,25.0732,121.2329,0,14,47,0,1,,1752265599
3b33a1f0,PAL105,PR,PAL,SFO,MNL,B77W,RP-C7772,16.0346,124.1665,34000,508,249,0,0,,1752265610
3b33a203,ACA19,AC,ACA,YVR,SIN,B789,C-FGEI,12.0955,120.1238,40000,485,205,-64,0,,1752265614
3b33a36d,UAL189,UA,UAL,SFO,MNL,B77W,N2748U,18.8819,125.4641,36000,503,225,0,0,,1752265611
3b33a37f,GLF6,,,,,GLF6,,40.3827,112.6017,41125,517,89,-128,0,,1752265594
3b33a3cd,CAL003,CI,CAL,SFO,TPE,B77W,B-18007,25.4141,121.6901,8450,293,234,-1920,0,,1752265601
3b33a418,UAL78,UA,UAL,NRT,EWR,B789,N24973,40.696,-74.1625,0,154,205,0,0,,1752265615
3b33a4e6,FDX1710,FX,FDX,IND,BOS,MD11,N605FE,42.3591,-71.0225,0,0,210,0,1,,1752265610
3b33a58b,NBT51A,N0,NBT,ATH,LAX,B789,LN-LNO,36.317,-114.1937,39975,484,197,-64,0,,1752265613
3b33a8d4,AMX058,AM,AMX,MTY,NRT,B789,XA-ADG,40.0212,144.5199,39975,511,222,-64,0,,1752265613
3b33a917,UAL771,UA,UAL,LAX,PEK,B789,N27959,38.5515,118.1568,18150,400,292,-1344,0,,1752265591
3b33a980,RJA263,RJ,RJA,AMM,ORD,B788,JY-BAE,41.972,-87.8931,0,12,92,0,1,,1752265613
3b33aaab,HB1641,,,,,GLID,HB-1641,44.4556,5.7294,2312,70,180,0,0,,1752265581
3b33ac07,ANZ28,NZ,ANZ,AKL,IAH,B77W,ZK-OKW,27.1972,-100.3367,37000,475,70,0,0,,1752265613
3b33ac19,ITY620,AZ,ITY,FCO,LAX,A359,EI-IFB,34.4762,-116.4026,28850,425,226,-1920,0,,1752265614
3b33acf2,AAL280,AA,AAL,ICN,DFW,B772,N772AN,38.3481,-105.6831,39000,537,104,0,0,,1752265613
3b33afff,CPA873,CX,CPA,SFO,HKG,B77W,B-KPF,26.728,123.5184,38000,465,229,0,0,,1752265613
3b33b0b1,AMX090,AM,AMX,MTY,ICN,B788,XA-AMR,38.5898,142.7965,40000,500,240,0,0,,1752265613
3b33b144,EVA015,BR,EVA,LAX,TPE,B77W,B-16709,27.5626,124.7388,36000,465,234,0,0,,1752265614
3b33b1b4,CPA881,CX,CPA,LAX,HKG,B77W,B-KQJ,28.4696,126.0263,36000,463,232,0,0,,1752265614
3b33b232,BAW7,BA,BAW,LHR,HND,A35K,G-XWBJ,36.9239,129.5295,39025,482,109,0,0,,1752265613
3b33b277,FDX1721,FX,FDX,IND,EWR,MD11,N523FE,40.6801,-74.1823,0,0,298,0,1,,1752265584
3b33b34a,CSC3860,3U,CSC,YVR,TFU,A359,B-32G2,31.6257,105.6046,18475,409,233,-2048,0,,1752265588
3b33b56a,CCA817,CA,CCA,PEK,IAD,B748,B-2486,53.5668,-96.9504,37000,486,126,-64,0,,1752265613
3b33b7ad,EVA017,BR,EVA,SFO,TPE,B77W,B-16738,26.5239,123.2506,31375,399,229,-832,0,,1752265612
3b33b7dc,ANA12,NH,ANA,NRT,ORD,B77W,JA791A,41.9721,-87.9044,0,15,92,0,1,,1752265614
3b33b836,ICL653,5C,CHG,LGG,HKG,B763,9H-CAC,21.8848,113.8857,9400,308,339,-1600,0,,1752265611
3b33b85e,UAL130,UA,UAL,HND,EWR,B772,N799UA,44.492,-80.0237,39000,541,126,0,0,,1752265614
3b33b8f6,ACA6,AC,ACA,NRT,YUL,B77W,C-FNNW,45.9966,-74.4389,12600,366,141,-1600,0,,1752265614
3b33b920,UAE5AM,EK,UAE,AKL,DXB,A388,A6-EVL,7.6713,94.0705,40000,521,294,0,0,,1752265614
3b33ba73,QFA12,QF,QFA,LAX,SYD,A388,VH-OQJ,-22.454,164.28,38000,428,219,-64,0,,1752265614
3b33bd32,ANZ6,NZ,ANZ,AKL,LAX,B77W,ZK-OKM,33.9446,-118.4118,0,4,89,0,1,,1752265615
3b33bd37,GDJAC,,,,,GLID,G-DJAC,44.2354,5.8908,1889,1,212,0,0,,1752265608
3b33be5a,AAL168,AA,AAL,HND,JFK,B789,N825AA,43.2794,-79.4057,39000,548,99,-64,0,,1752265613
3b33bfc1,DKRWK,,,,,GLID,D-KRWK,47.7595,8.7724,1515,52,271,0,0,,1752265586
3b33c025,CHH798,HU,CHH,AKL,HAK,B789,B-207J,20.3113,110.7011,11750,330,243,-576,0,,1752265575
3b33c06e,CPA840,CX,CPA,HKG,JFK,A35K,B-LXK,50.0204,-111.2465,39000,509,103,0,0,,1752265613
3b33c0e8,DAL8,DL,DAL,HND,LAX,A359,N513DZ,33.9454,-118.4103,0,0,261,0,1,,1752265592
3b33c2e1,CPA865,CX,CPA,YVR,HKG,B77W,B-KPA,23.0625,118.7243,36000,492,237,0,0,,1752265614
3b33c39c,FDX8,FX,FDX,MEM,DWC,B77L,N861FD,28.7758,31.1299,37000,478,133,0,0,,1752265613
3b33c4c0,QFA11,QF,QFA,SYD,LAX,A388,VH-OQB,27.1425,-128.0768,39000,481,41,0,0,,1752265609
3b33c580,JAL42,JL,JAL,LHR,HND,B788,JA836J,37.1185,124.5186,41000,471,83,0,0,,1752265613
3b33c58c,ARG1135,AR,ARG,MAD,EZE,A332,LV-FVH,-31.4797,-54.6854,40000,426,222,0,0,,1752265613
3b33c6b4,DAL26,DL,DAL,ICN,ATL,A359,N518DZ,46.6732,-111.9029,39000,517,109,0,0,,1752265614
3b33c7c3,AFR186,AF,AFR,CDG,HND,B77W,F-GZNS,36.9741,129.0777,33000,495,106,0,0,,1752265613
3b33c7f9,CES780,MU,CES,AKL,PVG,A359,B-32DJ,32.152,124.0132,36150,496,255,-1024,0,,1752265614
3b33c836,ACA17,AC,ACA,YVR,MNL,B789,C-FGFZ,21.8202,121.5707,38000,498,222,-64,0,,1752265614
3b33c8bb,AAL239,AA,AAL,FCO,DFW,B772,N783AN,33.3596,-96.7377,7400,273,266,-1088,0,,1752265613
3b33c8bd,EVA025,BR,EVA,SEA,TPE,B78X,B-17801,25.0747,121.2325,0,1,323,0,1,,1752265571
3b33c936,UPS4,5X,UPS,CDG,HKG,B744,N580UP,21.7103,113.7004,13500,314,114,-2240,0,,1752265606
3b33c93c,ANZ24,NZ,ANZ,AKL,YVR,B789,ZK-NZH,44.1765,-129.454,39975,481,18,-64,0,,1752265614
3b33ca88,SIA323,SQ,SIA,AMS,SIN,A359,9V-SJG,4.6254,100.7279,41000,449,135,0,0,,1752265614
3b33cab0,AFR500,AF,AFR,CDG,LIM,B772,F-GSPJ,-8.3556,-76.0995,38000,467,208,0,0,,1752265613
3b33caed,UPS76,5X,UPS,SDF,DWC,B748,N626UP,26.2662,36.2649,37025,478,113,0,0,,1752265614
3b33cb13,THY16,TK,THY,GRU,IST,A359,TC-LGM,39.0076,19.7791,39000,546,65,0,0,,1752265613
3b33cb24,CCA982,CA,CCA,JFK,PEK,B748,B-2487,50.9513,162.1107,35000,180,236,0,0,,1752265611
3b33cb6a,VIR7B,VS,VIR,LHR,LAX,A35K,G-VRNB,33.9467,-118.4151,0,0,84,0,1,,1752265610
3b33cb83,SIA305,SQ,SIA,LHR,SIN,B77W,9V-SNA,11.2252,99.72,35000,501,152,0,0,,1752265613
3b33cdaa,PUE301,PU,PUE,MAD,LIM,A332,EC-JQG,-10.8496,-75.9294,40000,460,227,0,0,,1752265611
3b33ce09,AIC179,AI,AIC,BOM,SFO,B77L,VT-AEH,44.9617,179.0684,35000,559,86,0,0,,1752265611
3b33ce16,D4090,,,,,GLID,D-4090,52.9092,8.0351,154,2,271,0,0,,1752265567
3b33ce3f,UPS108,5X,UPS,SDF,NRT,B748,N628UP,43.5896,149.092,38000,507,225,0,0,,1752265609
3b33ce59,FDX195,FX,FDX,OAK,ANC,MD11,N574FE,61.1913,-149.9964,0,0,165,0,1,,1752265607
3b33ce60,ACA60,AC,ACA,KIX,YYZ,B789,C-FRSR,50.292,-88.7481,39000,478,133,0,0,,1752265614
3b33ce75,PRBNE,,,,,P46T,PR-BNE,-15.0654,-46.7643,28000,284,199,0,0,,1752265614
3b33cf3d,ACA2,AC,ACA,HND,YYZ,B77W,C-FIUW,46.4563,-83.2452,33000,508,135,-64,0,,1752265614
3b33cfcd,UAE81W,EK,UAE,BCN,MEX,B77L,A6-EWJ,20.0598,-98.6105,27500,390,238,-896,0,,1752265613
3b33d129,DAL388,DL,DAL,PVG,DTW,A359,N506DN,47.3272,-100.1212,41000,525,104,64,0,,1752265614
3b33d136,AFR22U,AF,AFR,CDG,LAX,B77W,F-GSQC,33.9441,-118.4163,0,0,178,0,1,,1752265546
3b33d1f8,CSC3804,3U,CSC,MAD,TFU,A359,B-301D,30.0007,104.3682,5850,212,287,-576,0,,1752265590
3b33d333,CPA748,CX,CPA,JNB,HKG,A359,B-LRD,13.6875,105.3102,41000,459,47,0,0,,1752265613
3b33d377,CXA806,MF,CXA,YVR,XMN,B789,B-1567,28.4388,121.8513,37875,480,182,-704,0,,1752265591
3b33d3b1,CAL064,CI,CAL,VIE,TPE,A359,B-18918,23.3687,119.6082,29000,490,55,0,0,,1752265613
3b33d431,CAL5346,CI,CAL,TPE,SFO,B77L,B-18777,37.5329,-122.1707,3150,195,298,-832,0,,1752265613
3b33d43a,FDX5601,FX,FDX,SIN,ANC,B77L,N865FD,58.1579,-169.8176,37000,494,68,0,0,,1752265609
3b33d4c1,VV602,VV,CNV,MNL,,GLF5,166375,61.2222,-150.1492,1825,181,87,0,0,,1752265613
3b33d518,CAL074,CI,CAL,AMS,TPE,A359,B-18916,23.6846,109.5348,41100,482,102,0,0,,1752265611
3b33d5d2,AAL128,AA,AAL,PVG,DFW,B789,N831AA,39.2991,-106.6592,39000,540,127,0,0,,1752265613
3b33d622,QFA6,QF,QFA,FCO,PER,B789,VH-ZNA,-8.5106,82.6903,36975,390,136,0,0,,1752265611
3b33d910,ANA218,NH,ANA,MUC,HND,B789,JA871A,37.0064,128.7038,41000,485,105,-64,0,,1752265613
3b33da2e,AAL60,AA,AAL,NRT,DFW,B772,N761AJ,34.5622,-99.8842,37000,509,121,0,0,,1752265613
3b33da45,AAR285,OZ,AAR,SFO,ICN,B744,HL7436,37.4675,127.3456,17450,376,225,-1088,0,,1752265614
3b33da51,CAL006,CI,CAL,TPE,LAX,A359,B-18908,36.603,-121.7784,41000,513,129,0,0,,1752265614
3b33daa0,FCVGD,,,,,GLID,F-CVGD,46.7038,-1.3774,380,1,4,0,0,,1752265574
3b33daee,JAL56,JL,JAL,NRT,ORD,B77W,JA736J,41.884,-87.6143,6975,266,89,-896,0,,1752265614
3b33db57,EVA096,BR,,MXP,TPE,B789,B-17888,22.572,113.3596,38100,489,114,-64,0,,1752265613
3b33db65,LOT21,LO,LOT,WAW,LAX,B789,SP-LSE,38.1031,-113.1523,40000,483,203,0,0,,1752265613
3b33dc1d,CCA950,CA,CCA,MXP,PEK,A359,B-32AL,43.4423,112.1461,37100,529,149,0,0,,1752265612
3b33dcea,CAL062,CI,CAL,FRA,TPE,A359,B-18907,23.503,110.0004,41100,491,103,0,0,,1752265591
3b33dd49,CES710,MU,CES,MAD,PVG,B77W,B-7365,35.864,112.9579,35100,485,160,0,0,,1752265591
3b33dd5b,CKK224,CK,CKK,LAX,PVG,B77L,B-222V,35.6863,137.7323,38000,493,247,0,0,,1752265613
3b33df03,ELY358,LY,ELY,FRA,TLV,B739,4X-EHD,32.0063,34.8721,0,0,227,0,1,,1752265612
3b33e017,SAM193,,RCH,,,GLF5,20-1941,-30.4964,150.3554,45000,422,165,64,0,,1752265614
3b33e035,UAL889,UA,UAL,PEK,SFO,B772,N229UA,47.3558,-141.431,35000,546,107,0,0,,1752265614
3b33e0bc,AFR442,AF,AFR,CDG,GIG,B77W,F-GZNH,-10.5253,-37.1861,36000,500,215,0,0,,1752265614
3b33e1d4,RJA261G,RJ,RJA,AMM,JFK,B788,JY-BAB,40.8686,-72.6608,12725,389,236,-1536,0,,1752265614
3b33e234,DLH742,LH,DLH,MUC,KIX,A359,D-AIXI,38.4318,120.988,39100,492,111,-64,0,,1752265591
3b33e278,ACA068,AC,ACA,ICN,YUL,B788,C-GHPU,59.5715,-100.3682,39000,526,110,-64,0,,1752265613
3b33e2b1,CHH758,HU,CHH,CDG,SZX,B789,B-6969,23.2506,111.3839,24625,492,102,-960,0,,1752265614
3b33e2ba,UAL900,UA,UAL,LHR,SFO,B772,N782UA,37.6211,-122.3929,0,0,32,0,1,,1752265615
3b33e2cb,JAL4,JL,JAL,HND,JFK,A35K,JA02WJ,43.2885,-87.7669,39000,518,104,0,0,,1752265614
3b33e2ee,AIC301,AI,AIC,SYD,DEL,B788,VT-ANY,17.1524,95.3628,40000,502,316,64,0,,1752265613
3b33e320,TAP247,TP,TAP,LIS,LAX,A339,CS-TUE,37.1724,-113.3528,40000,457,214,0,0,,1752265614
3b33e32c,DLH456,LH,DLH,FRA,LAX,B748,D-ABYA,33.9379,-118.417,0,15,82,0,1,,1752265615
3b33e395,DAL175,DL,DAL,MXP,ATL,A333,N817NW,34.8233,-83.5037,24000,357,200,0,0,,1752265614
3b33e488,DAL170,DL,DAL,ICN,MSP,A359,N508DN,49.3428,-116.4345,39000,525,99,0,0,,1752265614
3b33e4cd,N40197,,,,,AT8T,N40197,42.7446,-113.5264,4475,133,327,832,0,,1752265565
3b33e4e7,DAL297,DL,DAL,ATH,ATL,A333,N830NW,37.3767,-81.2658,38000,465,194,0,0,,1752265613
3b33e548,AFR416,AF,AFR,CDG,FOR,B772,F-GSPL,-3.7784,-38.5311,0,19,284,0,1,,1752265613
3b33e603,SIA387,SQ,SIA,BCN,SIN,A359,9V-SMQ,10.4337,96.0611,41000,454,130,0,0,,1752265610
3b33e634,DMOAN,,,,,TRIN,D-MOAN,51.0636,9.4201,1318,1,213,0,0,,1752265611
3b33e637,IBE0107,IB,IBE,MAD,EZE,A332,EC-MYA,-25.9999,-50.3362,40000,431,210,0,0,,1752265613
3b33e650,NCA049,KZ,NCA,MXP,NRT,B748,JA13KZ,38.2245,122.0743,35100,495,102,0,0,,1752265614
3b33e7e8,KAL411,KE,KAL,ICN,AKL,B789,HL7206,-36.1914,174.0071,17425,388,130,-1600,0,,1752265614
3b33e942,CHH760,HU,CHH,BRU,SZX,B789,B-1543,23.1559,112.0782,18675,433,102,128,0,,1752265613
3b33e946,JAL8,JL,JAL,NRT,BOS,B789,JA864J,46.679,-84.9529,40975,533,121,0,0,,1752265613
3b33ea1b,AFR264,AF,AFR,CDG,ICN,A359,F-HUVD,38.5573,120.5797,41100,493,102,0,0,,1752265614
3b33ea79,CFG2092,DE,CFG,FRA,SFO,A339,D-ANRJ,41.6485,-118.8112,40000,449,217,0,0,,1752265613
3b33eadb,CES786,MU,CES,VCE,PVG,A359,B-30CW,31.583,119.4517,27525,458,90,-1024,0,,1752265597
3b33eb5e,UAL195,UA,UAL,MUC,SFO,B772,N791UA,40.8904,-120.9111,38000,464,213,0,0,,1752265613
3b33eb90,CCA166,CA,CCA,MEL,PEK,A333,B-8385,35.6026,114.6745,37100,468,4,0,0,,1752265611
3b33ec0c,DHK703,D0,DHK,CVG,BAH,B77L,G-DHMD,32.1248,32.7265,35000,503,133,0,0,,1752265613
3b33eca6,SIA335,SQ,SIA,CDG,SIN,B77W,9V-SWW,13.5502,98.2245,35000,480,126,0,0,,1752265613
3b33ee25,CES554,MU,CES,CDG,PVG,B77W,B-7882,46.3574,106.0379,35100,554,130,0,0,,1752265614
3b33ee32,EVA088,BR,EVA,CDG,TPE,B77W,B-16736,24.088,103.9649,35100,477,87,0,0,,1752265612
3b33ee8b,PAL100,PR,PAL,MNL,HNL,A333,RP-C8786,20.9881,-164.3281,41000,501,85,0,0,,1752265611
3b33efaa,SIA345,SQ,SIA,ZRH,SIN,B77W,9V-SWR,11.4957,99.5811,33000,487,153,0,0,,1752265614
3b33f01a,HVN10,VN,HVN,CDG,SGN,A359,VN-A891,15.7469,98.2858,41000,468,131,0,0,,1752265614
3b33f043,CSN306,CZ,CSN,AKL,CAN,B789,B-20CJ,16.7072,117.0763,37975,521,332,0,0,,1752265614
3b33f05e,CHH762,HU,CHH,BUD,SZX,B788,B-2750,22.7663,113.5688,3300,227,45,128,0,,1752265614
3b33f07f,SIA351,SQ,SIA,CPH,SIN,A359,9V-SMT,9.1675,97.7781,35000,487,123,0,0,,1752265614
3b33f09a,SIA309,SQ,SIA,LGW,SIN,A359,9V-SMS,12.4107,93.8463,41000,470,136,0,0,,1752265614
3b33f149,CAL076,CI,CAL,FCO,TPE,A359,B-18905,22.0266,117.5352,41000,472,68,0,0,,1752265614
3b33f392,GEC8400,LH,GEC,FRA,PVG,B77L,D-ALFF,35.5276,117.5441,37100,485,163,0,0,,1752265611
3b33f481,CFG2090,DE,CFG,FRA,PDX,A339,D-ANRQ,47.3871,-121.0672,36350,450,217,-960,0,,1752265613
3b33f4a8,CRL924,SS,CRL,ORY,FDF,A339,F-HSKA,15.5679,-60.5529,20525,403,224,-1664,0,,1752265613
3b33f4c5,MAS3,MH,MAS,LHR,KUL,A359,9M-MAC,14.0962,94.0819,41000,475,133,64,0,,1752265614
3b33f530,ACA8,AC,ACA,HKG,YVR,B789,C-GWUU,52.6176,-138.3618,39000,577,103,0,0,,1752265611
3b33f69b,SIA301,SQ,SIA,MAN,SIN,A359,9V-SMJ,15.147,91.0749,39000,458,134,0,0,,1752265611
3b33f6a1,JBU20,B6,JBU,LHR,JFK,A21N,N4076J,40.6467,-73.7755,0,0,230,0,1,,1752265609
3b33f6e5,DKH1662,HO,DKH,MAN,PVG,B789,B-20D1,31.232,120.882,12650,380,121,-2112,0,,1752265613
3b33f70b,AAL759,AA,AAL,ATH,PHL,B788,N804AN,39.8715,-75.2475,0,14,254,0,1,,1752265615
3b33f858,UAL6,UA,UAL,NRT,IAH,B789,N29981,36.5376,-102.3363,39000,534,135,0,0,,1752265614
3b33f863,QTR803,QR,QTR,KIX,DOH,A359,A7-ALJ,25.2646,51.596,0,16,157,0,1,,1752265613
3b33f889,SIA365,SQ,SIA,FCO,SIN,A359,9V-SME,7.6347,96.4878,41000,452,112,0,0,,1752265614
3b33f8da,THT7,TN,THT,CDG,LAX,B789,F-ONUI,35.8614,-114.5961,38000,471,228,-64,0,,1752265614
3b33f98f,THY15,TK,THY,IST,GRU,A359,TC-LGN,-12.026,-34.6483,38000,502,213,0,0,,1752265614
3b33fa34,GDLTY,,,,,GLID,G-DLTY,51.6563,-0.5241,265,3,8,0,0,,1752265607
